Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Die Fahrt Ins Freilichtmuseum. Eurobummel Teil II,","Martin Kippenberger, Luis Claramunt, Michael Krebber, Sven-Åke Johansson","3111, 48421, 19163, 48422","(German, 1953–1997) (Catalan, 1951–2000) (German, born 1954) (Swedish, born 1943)",(German) (Catalan) (German) (Swedish),(1953) (1951) (1954) (1943),(1997) (2000) (0) (0),(Male) () (Male) (),1989,"Artist's book, lithograph printed","page (each): 8 1/4 × 5 5/8"" (20.9 × 14.3 cm); overall (closed): 8 1/4 × 5 3/4 × 1/16"" (20.9 × 14.6 × 0.2 cm)",Committee on Drawings and Prints Fund and through the generosity of Philip E. Aarons and Shelley Fox Aarons,594.2015,Illustrated Book,Drawings & Prints,2015-06-03,Y,195131,http://www.moma.org/collection/works/195131,http://www.moma.org/media/W1siZiIsIjMzMjcxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=243aa43602d54b11,,,,20.9,,,14.3,,
