Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Untitled for the Museum in Progress project Cities on the Move,Hoy Cheong,30881,"(Malaysian, born 1960)",(Malaysian),(1960),(0),(Male),"(newspaper published February 11, 1999)","Two lithographs, offset printed","sheet (each): 18 1/2 x 12 3/8"" (47 x 31.5 cm)",Linda Barth Goldstein Fund,514.2006.453a-b,Print,Drawings & Prints,2006-06-01,N,103499,,,,,,47.0,,,31.5,,
Interloper from the Museum in Progress project Cities on the Move,Simryn Gill,30916,"(Malaysian, born 1959)",(Malaysian),(1959),(0),(Female),"(newspaper published: January 16, 1998 through January 30, 1998)","Five lithographs, offset printed","sheet (each): 18 1/2 x 12 3/8"" (47 x 31.5 cm)",Linda Barth Goldstein Fund,514.2006.117a-e,Print,Drawings & Prints,2006-06-01,N,103555,,,,,,47.0,,,31.5,,
Where to draw the line,Simryn Gill,30916,"(Malaysian, born 1959)",(Malaysian),(1959),(0),(Female),2011–12,Typewriting on nine sheets of paper,"40 1/4 x 74 3/4"" (102.2 x 189.9 cm)",The Modern Women's Fund,1772.2012,Drawing,Drawings & Prints,2012-10-17,Y,160513,http://www.moma.org/collection/works/160513,http://www.moma.org/media/W1siZiIsIjI2MzQxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7cf8b3ab017bc71e,,,,102.2352044704,,,189.8653797308,,
Forest #15,Simryn Gill,30916,"(Malaysian, born 1959)",(Malaysian),(1959),(0),(Female),1996-98,Gelatin silver print,"47 1/4 × 37 3/8"" (120 × 95 cm)",Acquired through the generosity of Roger Strong in honor of Robert B. Menschel,1229.2012,Photograph,Photography,2012-10-02,Y,164284,http://www.moma.org/collection/works/164284,http://www.moma.org/media/W1siZiIsIjM4ODUzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5efca78cf006ff22,,,,120.0,,,95.0,,
Insomnia,Simryn Gill,30916,"(Malaysian, born 1959)",(Malaysian),(1959),(0),(Female),2013,Multiple of leaded glass and wooden box,"component (a): 2 15/16 x 2 15/16 x 1 3/16"" (7.5 x 7.5 x 3 cm); component (b): 3 1/8 x 3 1/8 x 9/16"" (8 x 8 x 1.5 cm); component (c): 3 3/8 x 3 3/8 x 13/16"" (8.5 x 8.5 x 2 cm); component (box): 3 1/4 x 4 7/16 x 13 1/2"" (8.2 x 11.2 x 34.3 cm)","Gift of the artist, Tracy Williams Ltd and Beyer Projects",575.2014.a-d,Multiple,Drawings & Prints,2014-10-02,Y,179581,http://www.moma.org/collection/works/179581,http://www.moma.org/media/W1siZiIsIjMxNjE4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0d7814aad70073f1,,3.0,,7.5,,,7.5,,
