Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Moscow,Tofik Shakhverdiev,7013,"(Azerbaijani, born 1938)",(Azerbaijani),(1938),(0),(Male),c. 1989,Gelatin silver print,"17 9/16 × 11 11/16"" (44.6 × 29.7 cm)",Mr. and Mrs. Clark Winter Fund,192.1992,Photograph,Photography,1992-04-02,Y,48146,http://www.moma.org/collection/works/48146,http://www.moma.org/media/W1siZiIsIjI0MDA2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c8bd1ceab71b6728,,,,44.6,,,29.7,,
Rejected (Zurückgewiesen) from the Museum in Progress project TransAct: Transnational Activities in the Cultural Field,Zeigam Azizov,30858,"(Azerbaijani, born 1963)",(Azerbaijani),(1963),(0),(Male),"(newspaper published April 19, 2000)","Lithograph, offset printed","sheet: 18 1/2 x 12 3/8"" (47 x 31.5 cm)",Linda Barth Goldstein Fund,514.2006.214,Print,Drawings & Prints,2006-06-01,N,103459,,,,,,47.0,,,31.5,,
