Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
V Zime Hratje Quash Tennis v Dome YWCA (In winter we play squash and tennis indoors at the YWCA),FZ,49100,(Czechoslovakian),(Czechoslovakian),(0),(0),(),1937,Lithograph,"39 1/4 x 27"" (99.7 x 68.6cm)","Purchase Fund, Jan Tschichold Collection",330.1937,Design,Architecture & Design,1937-10-30,N,6296,,,,,,99.7,,,68.6,,
Celjuskin v zajeti ledu (Trapped in the Ice),Unidentified designer,48691,(Czechoslovakian),(Czechoslovakian),(0),(0),(),1934,Letterpress,"9 3/16 x 6 5/16"" (23.4 x 16.1 cm)","Jan Tschichold Collection, Gift of Philip Johnson",1103.1999,Design,Architecture & Design,1999-12-10,Y,8578,http://www.moma.org/collection/works/8578,http://www.moma.org/media/W1siZiIsIjExMzczIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=61db5ed8bf852bfb,,,,23.4,,,16.1,,
Vystava Mezinarodni nove architektury (International Exhibition of New Architecture),M. Palasek,49101,(Czechoslovakian),(Czechoslovakian),(0),(0),(),c.1948,Lithograph,,Anonymous gift,191.2016,Design,Architecture & Design,2016-02-22,N,199218,,,,,,,,,,,
Daruj Svou Krev (Poster for blood transfusion service),Tvar Schlosser,49102,(Czechoslovakian),(Czechoslovakian),(0),(0),(),1948,Lithograph,,Anonymous gift,192.2016,Design,Architecture & Design,2016-02-22,Y,199221,http://www.moma.org/collection/works/199221,,,,,,,,,,
