Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Roundel fragment with water fowl,Unidentified designer,74896,(Coptic),(Coptic),(0),(0),(),4th-6th century C.E.,Wool and linen,"8 × 10 3/4"" (20.3 × 27.3 cm)",Lillie P. Bliss Collection,131.1934,Design,Architecture & Design,1934-09-23,Y,2253,http://www.moma.org/collection/works/2253,http://www.moma.org/media/W1siZiIsIjQ1Njc3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=533bfae9b88b4ac4,,27.3051,,20.32,,,27.3050546101,,
Child with Bird,Unidentified designer,74896,(Coptic),(Coptic),(0),(0),(),3rd century C.E.,Coptic textile,"15 x 16 1/4"" (38.1 x 41.3 cm)",Lillie P. Bliss Collection,132.1934,Design,Architecture & Design,1934-09-23,Y,2258,http://www.moma.org/collection/works/2258,http://www.moma.org/media/W1siZiIsIjQ1Njc3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c9f7744f97fc0305,,,,38.1001,,,41.2751,,
Christ enthroned (Coptic roundel tapestry),Unidentified designer,74896,(Coptic),(Coptic),(0),(0),(),6th-8th century C.E.,Wool and linen,"10 3/4 x 10 1/2"" (27.3 x 26.7 cm)",Lillie P. Bliss Collection,133.1934,Design,Architecture & Design,1934-09-23,N,2264,,,,,,27.3051,,,26.6701,,
